District,Month,Total_Waste_Tons,PET_Tons,HDPE_Tons,PVC_Tons,LDPE_Tons,PP_Tons,PS_Tons
Chengalpattu,2022-04,1221.1,305.28,183.17,122.11,244.22,244.22,122.11
Chengalpattu,2022-05,1549.06,387.27,232.36,154.91,309.81,309.81,154.91
Chengalpattu,2022-06,1171.9,292.98,175.79,117.19,234.38,234.38,117.19
Chengalpattu,2022-07,1462.2,365.55,219.33,146.22,292.44,292.44,146.22
Chengalpattu,2022-08,1376.87,344.22,206.53,137.69,275.37,275.37,137.69
Chengalpattu,2022-09,1087.78,271.95,163.17,108.78,217.56,217.56,108.78
Chengalpattu,2022-10,2565.67,641.42,384.85,256.57,513.13,513.13,256.57
Chengalpattu,2022-11,1808.36,452.09,271.25,180.84,361.67,361.67,180.84
Chengalpattu,2022-12,1666.47,416.62,249.97,166.65,333.29,333.29,166.65
Chengalpattu,2023-01,2030.78,507.69,304.62,203.08,406.16,406.16,203.08
Chengalpattu,2023-02,1375.78,343.94,206.37,137.58,275.16,275.16,137.58
Chengalpattu,2023-03,1268.97,317.24,190.34,126.9,253.79,253.79,126.9
Chengalpattu,2023-04,1476.34,369.08,221.45,147.63,295.27,295.27,147.63
Chengalpattu,2023-05,1463.45,365.86,219.52,146.34,292.69,292.69,146.34
Chengalpattu,2023-06,1575.06,393.77,236.26,157.51,315.01,315.01,157.51
Chengalpattu,2023-07,1394.0,348.5,209.1,139.4,278.8,278.8,139.4
Chengalpattu,2023-08,2164.78,541.19,324.72,216.48,432.96,432.96,216.48
Chengalpattu,2023-09,1157.34,289.33,173.6,115.73,231.47,231.47,115.73
Chengalpattu,2023-10,2636.39,659.1,395.46,263.64,527.28,527.28,263.64
Chengalpattu,2023-11,2497.65,624.41,374.65,249.76,499.53,499.53,249.76
Chengalpattu,2023-12,2032.35,508.09,304.85,203.24,406.47,406.47,203.24
Chengalpattu,2024-01,1897.33,474.33,284.6,189.73,379.47,379.47,189.73
Chengalpattu,2024-02,1764.23,441.06,264.64,176.42,352.85,352.85,176.42
Chengalpattu,2024-03,1673.64,418.41,251.05,167.36,334.73,334.73,167.36
Chengalpattu,2024-04,1502.24,375.56,225.34,150.22,300.45,300.45,150.22
Chengalpattu,2024-05,1911.64,477.91,286.75,191.16,382.33,382.33,191.16
Chengalpattu,2024-06,1508.1,377.02,226.21,150.81,301.62,301.62,150.81
Chengalpattu,2024-07,1228.0,307.0,184.2,122.8,245.6,245.6,122.8
Chengalpattu,2024-08,1459.17,364.79,218.88,145.92,291.83,291.83,145.92
Chengalpattu,2024-09,1889.7,472.42,283.45,188.97,377.94,377.94,188.97
Chengalpattu,2024-10,2553.4,638.35,383.01,255.34,510.68,510.68,255.34
Chengalpattu,2024-11,1757.58,439.4,263.64,175.76,351.52,351.52,175.76
Chengalpattu,2024-12,1430.14,357.54,214.52,143.01,286.03,286.03,143.01
Chennai,2018-01,7169.5,1792.37,1075.42,716.95,1433.9,1433.9,716.95
Chennai,2018-02,5415.08,1353.77,812.26,541.51,1083.02,1083.02,541.51
Chennai,2018-03,6684.28,1671.07,1002.64,668.43,1336.86,1336.86,668.43
Chennai,2018-04,4505.89,1126.47,675.88,450.59,901.18,901.18,450.59
Chennai,2018-05,6681.04,1670.26,1002.16,668.1,1336.21,1336.21,668.1
Chennai,2018-06,3607.51,901.88,541.13,360.75,721.5,721.5,360.75
Chennai,2018-07,4234.24,1058.56,635.14,423.42,846.85,846.85,423.42
Chennai,2018-08,5328.54,1332.13,799.28,532.85,1065.71,1065.71,532.85
Chennai,2018-09,3888.96,972.24,583.34,388.9,777.79,777.79,388.9
Chennai,2018-10,5087.02,1271.76,763.05,508.7,1017.4,1017.4,508.7
Chennai,2018-11,6549.45,1637.36,982.42,654.94,1309.89,1309.89,654.94
Chennai,2018-12,6125.59,1531.4,918.84,612.56,1225.12,1225.12,612.56
Chennai,2019-01,6771.85,1692.96,1015.78,677.19,1354.37,1354.37,677.19
Chennai,2019-02,3625.6,906.4,543.84,362.56,725.12,725.12,362.56
Chennai,2019-03,6184.83,1546.21,927.72,618.48,1236.97,1236.97,618.48
Chennai,2019-04,7655.9,1913.97,1148.38,765.59,1531.18,1531.18,765.59
Chennai,2019-05,5549.75,1387.44,832.46,554.97,1109.95,1109.95,554.97
Chennai,2019-06,5700.09,1425.02,855.01,570.01,1140.02,1140.02,570.01
Chennai,2019-07,5956.6,1489.15,893.49,595.66,1191.32,1191.32,595.66
Chennai,2019-08,4434.75,1108.69,665.21,443.48,886.95,886.95,443.48
Chennai,2019-09,4061.82,1015.45,609.27,406.18,812.36,812.36,406.18
Chennai,2019-10,7777.95,1944.49,1166.69,777.79,1555.59,1555.59,777.79
Chennai,2019-11,8342.93,2085.73,1251.44,834.29,1668.59,1668.59,834.29
Chennai,2019-12,4329.36,1082.34,649.4,432.94,865.87,865.87,432.94
Chennai,2020-01,6799.92,1699.98,1019.99,679.99,1359.98,1359.98,679.99
Chennai,2020-02,6399.66,1599.92,959.95,639.97,1279.93,1279.93,639.97
Chennai,2020-03,5933.61,1483.4,890.04,593.36,1186.72,1186.72,593.36
Chennai,2020-04,4485.96,1121.49,672.89,448.6,897.19,897.19,448.6
Chennai,2020-05,7896.67,1974.17,1184.5,789.67,1579.33,1579.33,789.67
Chennai,2020-06,3777.89,944.47,566.68,377.79,755.58,755.58,377.79
Chennai,2020-07,6672.81,1668.2,1000.92,667.28,1334.56,1334.56,667.28
Chennai,2020-08,6920.05,1730.01,1038.01,692.0,1384.01,1384.01,692.0
Chennai,2020-09,7608.49,1902.12,1141.27,760.85,1521.7,1521.7,760.85
Chennai,2020-10,9285.13,2321.28,1392.77,928.51,1857.03,1857.03,928.51
Chennai,2020-11,8549.3,2137.32,1282.39,854.93,1709.86,1709.86,854.93
Chennai,2020-12,5245.55,1311.39,786.83,524.56,1049.11,1049.11,524.56
Chennai,2021-01,5894.03,1473.51,884.1,589.4,1178.81,1178.81,589.4
Chennai,2021-02,6043.27,1510.82,906.49,604.33,1208.65,1208.65,604.33
Chennai,2021-03,5490.38,1372.6,823.56,549.04,1098.08,1098.08,549.04
Chennai,2021-04,5541.27,1385.32,831.19,554.13,1108.25,1108.25,554.13
Chennai,2021-05,4735.33,1183.83,710.3,473.53,947.07,947.07,473.53
Chennai,2021-06,4540.38,1135.09,681.06,454.04,908.08,908.08,454.04
Chennai,2021-07,4308.74,1077.19,646.31,430.87,861.75,861.75,430.87
Chennai,2021-08,7786.87,1946.72,1168.03,778.69,1557.37,1557.37,778.69
Chennai,2021-09,4806.48,1201.62,720.97,480.65,961.3,961.3,480.65
Chennai,2021-10,7570.35,1892.59,1135.55,757.04,1514.07,1514.07,757.04
Chennai,2021-11,8767.08,2191.77,1315.06,876.71,1753.42,1753.42,876.71
Chennai,2021-12,6760.54,1690.13,1014.08,676.05,1352.11,1352.11,676.05
Chennai,2022-01,4858.06,1214.52,728.71,485.81,971.61,971.61,485.81
Chennai,2022-02,5093.4,1273.35,764.01,509.34,1018.68,1018.68,509.34
Chennai,2022-03,6643.26,1660.81,996.49,664.33,1328.65,1328.65,664.33
Chennai,2022-04,5667.41,1416.85,850.11,566.74,1133.48,1133.48,566.74
Chennai,2022-05,6527.17,1631.79,979.08,652.72,1305.43,1305.43,652.72
Chennai,2022-06,6507.37,1626.84,976.1,650.74,1301.47,1301.47,650.74
Chennai,2022-07,6195.04,1548.76,929.26,619.5,1239.01,1239.01,619.5
Chennai,2022-08,5723.76,1430.94,858.56,572.38,1144.75,1144.75,572.38
Chennai,2022-09,4223.52,1055.88,633.53,422.35,844.7,844.7,422.35
Chennai,2022-10,7395.08,1848.77,1109.26,739.51,1479.02,1479.02,739.51
Chennai,2022-11,7476.57,1869.14,1121.49,747.66,1495.31,1495.31,747.66
Chennai,2022-12,4222.66,1055.66,633.4,422.27,844.53,844.53,422.27
Chennai,2023-01,6648.09,1662.02,997.21,664.81,1329.62,1329.62,664.81
Chennai,2023-02,6086.43,1521.61,912.96,608.64,1217.29,1217.29,608.64
Chennai,2023-03,7636.51,1909.13,1145.48,763.65,1527.3,1527.3,763.65
Chennai,2023-04,5413.79,1353.45,812.07,541.38,1082.76,1082.76,541.38
Chennai,2023-05,7871.67,1967.92,1180.75,787.17,1574.33,1574.33,787.17
Chennai,2023-06,5650.69,1412.67,847.6,565.07,1130.14,1130.14,565.07
Chennai,2023-07,5107.44,1276.86,766.12,510.74,1021.49,1021.49,510.74
Chennai,2023-08,4768.43,1192.11,715.26,476.84,953.69,953.69,476.84
Chennai,2023-09,7167.71,1791.93,1075.16,716.77,1433.54,1433.54,716.77
Chennai,2023-10,9765.56,2441.39,1464.83,976.56,1953.11,1953.11,976.56
Chennai,2023-11,7506.41,1876.6,1125.96,750.64,1501.28,1501.28,750.64
Chennai,2023-12,5454.92,1363.73,818.24,545.49,1090.98,1090.98,545.49
Chennai,2024-01,6157.97,1539.49,923.7,615.8,1231.59,1231.59,615.8
Chennai,2024-02,5398.48,1349.62,809.77,539.85,1079.7,1079.7,539.85
Chennai,2024-03,7465.89,1866.47,1119.88,746.59,1493.18,1493.18,746.59
Chennai,2024-04,5825.0,1456.25,873.75,582.5,1165.0,1165.0,582.5
Chennai,2024-05,5905.88,1476.47,885.88,590.59,1181.18,1181.18,590.59
Chennai,2024-06,4477.77,1119.44,671.67,447.78,895.55,895.55,447.78
Chennai,2024-07,6667.64,1666.91,1000.15,666.76,1333.53,1333.53,666.76
Chennai,2024-08,6461.21,1615.3,969.18,646.12,1292.24,1292.24,646.12
Chennai,2024-09,6159.28,1539.82,923.89,615.93,1231.86,1231.86,615.93
Chennai,2024-10,5478.56,1369.64,821.78,547.86,1095.71,1095.71,547.86
Chennai,2024-11,9091.88,2272.97,1363.78,909.19,1818.38,1818.38,909.19
Chennai,2024-12,7674.0,1918.5,1151.1,767.4,1534.8,1534.8,767.4
Coimbatore,2018-01,4277.77,1069.44,641.67,427.78,855.55,855.55,427.78
Coimbatore,2018-02,3052.47,763.12,457.87,305.25,610.49,610.49,305.25
Coimbatore,2018-03,4231.0,1057.75,634.65,423.1,846.2,846.2,423.1
Coimbatore,2018-04,3586.06,896.51,537.91,358.61,717.21,717.21,358.61
Coimbatore,2018-05,3537.9,884.47,530.68,353.79,707.58,707.58,353.79
Coimbatore,2018-06,5004.57,1251.14,750.69,500.46,1000.91,1000.91,500.46
Coimbatore,2018-07,3191.12,797.78,478.67,319.11,638.22,638.22,319.11
Coimbatore,2018-08,4021.41,1005.35,603.21,402.14,804.28,804.28,402.14
Coimbatore,2018-09,5070.88,1267.72,760.63,507.09,1014.18,1014.18,507.09
Coimbatore,2018-10,6678.66,1669.66,1001.8,667.87,1335.73,1335.73,667.87
Coimbatore,2018-11,4996.2,1249.05,749.43,499.62,999.24,999.24,499.62
Coimbatore,2018-12,3468.16,867.04,520.22,346.82,693.63,693.63,346.82
Coimbatore,2019-01,4018.85,1004.71,602.83,401.88,803.77,803.77,401.88
Coimbatore,2019-02,3218.25,804.56,482.74,321.83,643.65,643.65,321.83
Coimbatore,2019-03,5355.0,1338.75,803.25,535.5,1071.0,1071.0,535.5
Coimbatore,2019-04,4519.95,1129.99,677.99,451.99,903.99,903.99,451.99
Coimbatore,2019-05,3529.73,882.43,529.46,352.97,705.95,705.95,352.97
Coimbatore,2019-06,3597.76,899.44,539.66,359.78,719.55,719.55,359.78
Coimbatore,2019-07,2791.33,697.83,418.7,279.13,558.27,558.27,279.13
Coimbatore,2019-08,3274.82,818.71,491.22,327.48,654.96,654.96,327.48
Coimbatore,2019-09,3570.31,892.58,535.55,357.03,714.06,714.06,357.03
Coimbatore,2019-10,5151.23,1287.81,772.68,515.12,1030.25,1030.25,515.12
Coimbatore,2019-11,4948.52,1237.13,742.28,494.85,989.7,989.7,494.85
Coimbatore,2019-12,3052.0,763.0,457.8,305.2,610.4,610.4,305.2
Coimbatore,2020-01,3428.21,857.05,514.23,342.82,685.64,685.64,342.82
Coimbatore,2020-02,4200.7,1050.17,630.1,420.07,840.14,840.14,420.07
Coimbatore,2020-03,5296.02,1324.0,794.4,529.6,1059.2,1059.2,529.6
Coimbatore,2020-04,5398.14,1349.53,809.72,539.81,1079.63,1079.63,539.81
Coimbatore,2020-05,5020.79,1255.2,753.12,502.08,1004.16,1004.16,502.08
Coimbatore,2020-06,4205.94,1051.48,630.89,420.59,841.19,841.19,420.59
Coimbatore,2020-07,3545.71,886.43,531.86,354.57,709.14,709.14,354.57
Coimbatore,2020-08,4870.72,1217.68,730.61,487.07,974.14,974.14,487.07
Coimbatore,2020-09,3739.81,934.95,560.97,373.98,747.96,747.96,373.98
Coimbatore,2020-10,5972.09,1493.02,895.81,597.21,1194.42,1194.42,597.21
Coimbatore,2020-11,5077.56,1269.39,761.63,507.76,1015.51,1015.51,507.76
Coimbatore,2020-12,5387.41,1346.85,808.11,538.74,1077.48,1077.48,538.74
Coimbatore,2021-01,4658.94,1164.73,698.84,465.89,931.79,931.79,465.89
Coimbatore,2021-02,5331.68,1332.92,799.75,533.17,1066.34,1066.34,533.17
Coimbatore,2021-03,5844.43,1461.11,876.66,584.44,1168.89,1168.89,584.44
Coimbatore,2021-04,5317.13,1329.28,797.57,531.71,1063.43,1063.43,531.71
Coimbatore,2021-05,5561.08,1390.27,834.16,556.11,1112.22,1112.22,556.11
Coimbatore,2021-06,4229.06,1057.27,634.36,422.91,845.81,845.81,422.91
Coimbatore,2021-07,3708.94,927.24,556.34,370.89,741.79,741.79,370.89
Coimbatore,2021-08,4538.55,1134.64,680.78,453.86,907.71,907.71,453.86
Coimbatore,2021-09,4222.46,1055.61,633.37,422.25,844.49,844.49,422.25
Coimbatore,2021-10,4752.72,1188.18,712.91,475.27,950.54,950.54,475.27
Coimbatore,2021-11,4153.67,1038.42,623.05,415.37,830.73,830.73,415.37
Coimbatore,2021-12,4908.2,1227.05,736.23,490.82,981.64,981.64,490.82
Coimbatore,2022-01,3649.25,912.31,547.39,364.92,729.85,729.85,364.92
Coimbatore,2022-02,3654.35,913.59,548.15,365.44,730.87,730.87,365.44
Coimbatore,2022-03,4172.68,1043.17,625.9,417.27,834.54,834.54,417.27
Coimbatore,2022-04,3872.07,968.02,580.81,387.21,774.41,774.41,387.21
Coimbatore,2022-05,3753.77,938.44,563.07,375.38,750.75,750.75,375.38
Coimbatore,2022-06,2994.56,748.64,449.18,299.46,598.91,598.91,299.46
Coimbatore,2022-07,5016.81,1254.2,752.52,501.68,1003.36,1003.36,501.68
Coimbatore,2022-08,5745.14,1436.29,861.77,574.51,1149.03,1149.03,574.51
Coimbatore,2022-09,3873.15,968.29,580.97,387.31,774.63,774.63,387.31
Coimbatore,2022-10,4642.19,1160.55,696.33,464.22,928.44,928.44,464.22
Coimbatore,2022-11,4172.97,1043.24,625.94,417.3,834.59,834.59,417.3
Coimbatore,2022-12,4578.75,1144.69,686.81,457.87,915.75,915.75,457.87
Coimbatore,2023-01,5045.27,1261.32,756.79,504.53,1009.05,1009.05,504.53
Coimbatore,2023-02,5110.38,1277.59,766.56,511.04,1022.08,1022.08,511.04
Coimbatore,2023-03,4200.5,1050.13,630.08,420.05,840.1,840.1,420.05
Coimbatore,2023-04,4950.32,1237.58,742.55,495.03,990.06,990.06,495.03
Coimbatore,2023-05,3339.97,834.99,501.0,334.0,667.99,667.99,334.0
Coimbatore,2023-06,2901.56,725.39,435.23,290.16,580.31,580.31,290.16
Coimbatore,2023-07,2939.73,734.93,440.96,293.97,587.95,587.95,293.97
Coimbatore,2023-08,4663.41,1165.85,699.51,466.34,932.68,932.68,466.34
Coimbatore,2023-09,4884.12,1221.03,732.62,488.41,976.82,976.82,488.41
Coimbatore,2023-10,6943.65,1735.91,1041.55,694.36,1388.73,1388.73,694.36
Coimbatore,2023-11,5572.11,1393.03,835.82,557.21,1114.42,1114.42,557.21
Coimbatore,2023-12,3722.7,930.68,558.41,372.27,744.54,744.54,372.27
Coimbatore,2024-01,6164.62,1541.15,924.69,616.46,1232.92,1232.92,616.46
Coimbatore,2024-02,5425.51,1356.38,813.83,542.55,1085.1,1085.1,542.55
Coimbatore,2024-03,3388.61,847.15,508.29,338.86,677.72,677.72,338.86
Coimbatore,2024-04,5296.17,1324.04,794.43,529.62,1059.23,1059.23,529.62
Coimbatore,2024-05,4539.66,1134.91,680.95,453.97,907.93,907.93,453.97
Coimbatore,2024-06,4615.63,1153.91,692.34,461.56,923.13,923.13,461.56
Coimbatore,2024-07,5591.61,1397.9,838.74,559.16,1118.32,1118.32,559.16
Coimbatore,2024-08,5417.9,1354.48,812.69,541.79,1083.58,1083.58,541.79
Coimbatore,2024-09,4294.06,1073.52,644.11,429.41,858.81,858.81,429.41
